"COU","Country","IND","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"EST","Estonia","EMPGG","Employment in general government","2012","2012",138.1,,
"EST","Estonia","EMPGG","Employment in general government","2013","2013",141.9,,
"EST","Estonia","EMPGG","Employment in general government","2014","2014",145.2,,
"EST","Estonia","EMPGG","Employment in general government","2015","2015",143.2,,
"EST","Estonia","EMPGG","Employment in general government","2016","2016",142.4,,
"EST","Estonia","EMPGG","Employment in general government","2017","2017",134.5,,
"EST","Estonia","EMPGG","Employment in general government","2018","2018",143.2,,
"EST","Estonia","EMPGG","Employment in general government","2019","2019",149.3,,
"EST","Estonia","EMPW_PARL","Gender equality in parliament, percentage of women","2012","2012",19.8,,
"EST","Estonia","EMPW_PARL","Gender equality in parliament, percentage of women","2015","2015",23.8,,
"EST","Estonia","EMPW_PARL","Gender equality in parliament, percentage of women","2017","2017",26.7,,
"EST","Estonia","EMPW_PARL","Gender equality in parliament, percentage of women","2019","2019",28.7,,
"EST","Estonia","EMPW_PARL","Gender equality in parliament, percentage of women","2021","2021",27.7,,
"EST","Estonia","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2012","2012",8.3,,
"EST","Estonia","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2015","2015",46.2,,
"EST","Estonia","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2017","2017",28.6,,
"EST","Estonia","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2019","2019",35.7,,
"EST","Estonia","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2021","2021",14.29,,
"ISR","Israel","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2007","2007",22.61,,
"ISR","Israel","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2008","2008",22.01,,
"ISR","Israel","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2009","2009",21.87,,
"ISR","Israel","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2010","2010",21.71,,
"ISR","Israel","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2011","2011",21.93,,
"ISR","Israel","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2012","2012",20.33,,
"ISR","Israel","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2013","2013",20.02,,
"ISR","Israel","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2014","2014",20.04,,
"ISR","Israel","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2015","2015",20.02,,
"ISR","Israel","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2016","2016",19.67,,
"ISR","Israel","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2017","2017",19.7,,
"ISR","Israel","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2018","2018",19.67,,
"ISR","Israel","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2019","2019",19.58,,
"ISR","Israel","EMPGG","Employment in general government","2007","2007",708.01,,
"ISR","Israel","EMPGG","Employment in general government","2008","2008",713.68,,
"ISR","Israel","EMPGG","Employment in general government","2009","2009",722.95,,
"ISR","Israel","EMPGG","Employment in general government","2010","2010",739.16,,
"ISR","Israel","EMPGG","Employment in general government","2011","2011",768.56,,
"ISR","Israel","EMPGG","Employment in general government","2012","2012",740.9,,
"ISR","Israel","EMPGG","Employment in general government","2013","2013",749.32,,
"ISR","Israel","EMPGG","Employment in general government","2014","2014",770.99,,
"ISR","Israel","EMPGG","Employment in general government","2015","2015",787.59,,
"ISR","Israel","EMPGG","Employment in general government","2016","2016",791.99,,
"ISR","Israel","EMPGG","Employment in general government","2017","2017",812.49,,
"ISR","Israel","EMPGG","Employment in general government","2018","2018",825.17,,
"ISR","Israel","EMPGG","Employment in general government","2019","2019",835.39,,
"ISR","Israel","EMPW_PARL","Gender equality in parliament, percentage of women","2012","2012",20,,
"ISR","Israel","EMPW_PARL","Gender equality in parliament, percentage of women","2015","2015",26.7,,
"ISR","Israel","EMPW_PARL","Gender equality in parliament, percentage of women","2017","2017",27.5,,
"ISR","Israel","EMPW_PARL","Gender equality in parliament, percentage of women","2019","2019",29.2,,
"ISR","Israel","EMPW_PARL","Gender equality in parliament, percentage of women","2021","2021",26.7,,
"ISR","Israel","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2012","2012",10.3,,
"ISR","Israel","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2015","2015",18.2,,
"ISR","Israel","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2017","2017",19,,
"ISR","Israel","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2019","2019",19,,
"ISR","Israel","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2021","2021",25,,
"LVA","Latvia","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2007","2007",19.47,,
"LVA","Latvia","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2008","2008",20.02,,
"LVA","Latvia","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2009","2009",21.66,,
"LVA","Latvia","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2010","2010",21.73,,
"LVA","Latvia","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2011","2011",21.59,,
"LVA","Latvia","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2012","2012",22.03,,
"LVA","Latvia","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2013","2013",21.42,,
"LVA","Latvia","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2014","2014",21.03,,
"LVA","Latvia","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2015","2015",20.05,,
"LVA","Latvia","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2016","2016",19.81,,
"LVA","Latvia","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2017","2017",19.68,,
"LVA","Latvia","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2018","2018",19.66,,
"LVA","Latvia","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2019","2019",19.61,,
"LVA","Latvia","EMPGG","Employment in general government","2007","2007",207.21,,
"LVA","Latvia","EMPGG","Employment in general government","2008","2008",211.27,,
"LVA","Latvia","EMPGG","Employment in general government","2009","2009",195.78,,
"LVA","Latvia","EMPGG","Employment in general government","2010","2010",183.26,,
"LVA","Latvia","EMPGG","Employment in general government","2011","2011",184.86,,
"LVA","Latvia","EMPGG","Employment in general government","2012","2012",191.38,,
"LVA","Latvia","EMPGG","Employment in general government","2013","2013",190.31,,
"LVA","Latvia","EMPGG","Employment in general government","2014","2014",184.34,,
"LVA","Latvia","EMPGG","Employment in general government","2015","2015",178.25,,
"LVA","Latvia","EMPGG","Employment in general government","2016","2016",175.54,,
"LVA","Latvia","EMPGG","Employment in general government","2017","2017",174.32,,
"LVA","Latvia","EMPGG","Employment in general government","2018","2018",176.71,,
"LVA","Latvia","EMPGG","Employment in general government","2019","2019",176.1,,
"LVA","Latvia","EMPW_PARL","Gender equality in parliament, percentage of women","2012","2012",23,,
"LVA","Latvia","EMPW_PARL","Gender equality in parliament, percentage of women","2015","2015",18,,
"LVA","Latvia","EMPW_PARL","Gender equality in parliament, percentage of women","2017","2017",16,,
"LVA","Latvia","EMPW_PARL","Gender equality in parliament, percentage of women","2019","2019",31,,
"LVA","Latvia","EMPW_PARL","Gender equality in parliament, percentage of women","2021","2021",29,,
"LVA","Latvia","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2012","2012",30.8,,
"LVA","Latvia","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2015","2015",23.1,,
"LVA","Latvia","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2017","2017",23.1,,
"LVA","Latvia","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2019","2019",30.8,,
"LVA","Latvia","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2021","2021",23.08,,
"LTU","Lithuania","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2007","2007",23.26,,
"LTU","Lithuania","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2008","2008",23.28,,
"LTU","Lithuania","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2009","2009",24.72,,
"LTU","Lithuania","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2010","2010",25.75,,
"LTU","Lithuania","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2011","2011",25.6,,
"LTU","Lithuania","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2012","2012",24.85,,
"LTU","Lithuania","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2013","2013",24.42,,
"LTU","Lithuania","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2014","2014",23.77,,
"LTU","Lithuania","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2015","2015",23.37,,
"LTU","Lithuania","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2016","2016",22.7,,
"LTU","Lithuania","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2017","2017",22.64,,
"LTU","Lithuania","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2018","2018",22.15,,
"LTU","Lithuania","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2019","2019",21.92,,
"LTU","Lithuania","EMPGG","Employment in general government","2007","2007",336.4,,
"LTU","Lithuania","EMPGG","Employment in general government","2008","2008",332.4,,
"LTU","Lithuania","EMPGG","Employment in general government","2009","2009",325.9,,
"LTU","Lithuania","EMPGG","Employment in general government","2010","2010",321.4,,
"LTU","Lithuania","EMPGG","Employment in general government","2011","2011",321.3,,
"LTU","Lithuania","EMPGG","Employment in general government","2012","2012",317.8,,
"LTU","Lithuania","EMPGG","Employment in general government","2013","2013",316.5,,
"LTU","Lithuania","EMPGG","Employment in general government","2014","2014",314.4,,
"LTU","Lithuania","EMPGG","Employment in general government","2015","2015",313.5,,
"LTU","Lithuania","EMPGG","Employment in general government","2016","2016",311.4,,
"LTU","Lithuania","EMPGG","Employment in general government","2017","2017",308.4,,
"LTU","Lithuania","EMPGG","Employment in general government","2018","2018",305.8,,
"LTU","Lithuania","EMPGG","Employment in general government","2019","2019",304,,
"LTU","Lithuania","EMPW_PARL","Gender equality in parliament, percentage of women","2012","2012",24.5,,
"LTU","Lithuania","EMPW_PARL","Gender equality in parliament, percentage of women","2015","2015",23.4,,
"LTU","Lithuania","EMPW_PARL","Gender equality in parliament, percentage of women","2017","2017",21.3,,
"LTU","Lithuania","EMPW_PARL","Gender equality in parliament, percentage of women","2019","2019",21.3,,
"LTU","Lithuania","EMPW_PARL","Gender equality in parliament, percentage of women","2021","2021",27.7,,
"LTU","Lithuania","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2012","2012",14.3,,
"LTU","Lithuania","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2015","2015",21.4,,
"LTU","Lithuania","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2017","2017",21.4,,
"LTU","Lithuania","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2019","2019",0,,
"LTU","Lithuania","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2021","2021",42.86,,
"ROU","Romania","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2007","2007",16.12,,
"ROU","Romania","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2008","2008",17.2,,
"ROU","Romania","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2009","2009",17.43,,
"ROU","Romania","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2010","2010",18.14,,
"ROU","Romania","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2011","2011",16.9,,
"ROU","Romania","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2012","2012",16.32,,
"ROU","Romania","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2013","2013",16.49,,
"ROU","Romania","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2014","2014",15.85,,
"ROU","Romania","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2015","2015",15.93,,
"ROU","Romania","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2016","2016",16.37,,
"ROU","Romania","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2017","2017",15.88,,
"ROU","Romania","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2018","2018",16.09,,
"ROU","Romania","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2019","2019",16.38,,
"ROU","Romania","EMPGG","Employment in general government","2007","2007",1530,,
"ROU","Romania","EMPGG","Employment in general government","2008","2008",1610,,
"ROU","Romania","EMPGG","Employment in general government","2009","2009",1572,,
"ROU","Romania","EMPGG","Employment in general government","2010","2010",1583,,
"ROU","Romania","EMPGG","Employment in general government","2011","2011",1440,,
"ROU","Romania","EMPGG","Employment in general government","2012","2012",1411,,
"ROU","Romania","EMPGG","Employment in general government","2013","2013",1413,,
"ROU","Romania","EMPGG","Employment in general government","2014","2014",1369,,
"ROU","Romania","EMPGG","Employment in general government","2015","2015",1358,,
"ROU","Romania","EMPGG","Employment in general government","2016","2016",1380,,
"ROU","Romania","EMPGG","Employment in general government","2017","2017",1371,,
"ROU","Romania","EMPGG","Employment in general government","2018","2018",1390,,
"ROU","Romania","EMPGG","Employment in general government","2019","2019",1414,,
"ROU","Romania","EMPW_PARL","Gender equality in parliament, percentage of women","2012","2012",11.2,,
"ROU","Romania","EMPW_PARL","Gender equality in parliament, percentage of women","2017","2017",20.7,,
"ROU","Romania","EMPW_PARL","Gender equality in parliament, percentage of women","2019","2019",20.7,,
"ROU","Romania","EMPW_PARL","Gender equality in parliament, percentage of women","2021","2021",18.5,,
"ROU","Romania","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2012","2012",16.7,,
"ROU","Romania","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2017","2017",24,,
"ROU","Romania","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2019","2019",28,,
"ROU","Romania","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2021","2021",5,,
"SVN","Slovenia","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2007","2007",15.56,,
"SVN","Slovenia","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2008","2008",15.59,,
"SVN","Slovenia","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2009","2009",16.09,,
"SVN","Slovenia","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2010","2010",16.74,,
"SVN","Slovenia","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2011","2011",17.49,,
"SVN","Slovenia","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2012","2012",17.75,,
"SVN","Slovenia","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2013","2013",17.67,,
"SVN","Slovenia","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2014","2014",17.58,,
"SVN","Slovenia","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2015","2015",17.37,,
"SVN","Slovenia","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2016","2016",17.33,,
"SVN","Slovenia","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2017","2017",17.14,,
"SVN","Slovenia","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2018","2018",16.94,,
"SVN","Slovenia","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2019","2019",16.74,,
"SVN","Slovenia","EMPGG","Employment in general government","2007","2007",151.84,,
"SVN","Slovenia","EMPGG","Employment in general government","2008","2008",156.02,,
"SVN","Slovenia","EMPGG","Employment in general government","2009","2009",158.3,,
"SVN","Slovenia","EMPGG","Employment in general government","2010","2010",161.25,,
"SVN","Slovenia","EMPGG","Employment in general government","2011","2011",165.7,,
"SVN","Slovenia","EMPGG","Employment in general government","2012","2012",166.54,,
"SVN","Slovenia","EMPGG","Employment in general government","2013","2013",163.89,,
"SVN","Slovenia","EMPGG","Employment in general government","2014","2014",163.8,,
"SVN","Slovenia","EMPGG","Employment in general government","2015","2015",163.91,,
"SVN","Slovenia","EMPGG","Employment in general government","2016","2016",166.56,,
"SVN","Slovenia","EMPGG","Employment in general government","2017","2017",169.64,,
"SVN","Slovenia","EMPGG","Employment in general government","2018","2018",173.04,,
"SVN","Slovenia","EMPGG","Employment in general government","2019","2019",175.26,,
"SVN","Slovenia","EMPW_PARL","Gender equality in parliament, percentage of women","2012","2012",32.2,,
"SVN","Slovenia","EMPW_PARL","Gender equality in parliament, percentage of women","2015","2015",36.7,,
"SVN","Slovenia","EMPW_PARL","Gender equality in parliament, percentage of women","2017","2017",36.7,,
"SVN","Slovenia","EMPW_PARL","Gender equality in parliament, percentage of women","2019","2019",24.4,,
"SVN","Slovenia","EMPW_PARL","Gender equality in parliament, percentage of women","2021","2021",26.7,,
"SVN","Slovenia","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2012","2012",7.7,,
"SVN","Slovenia","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2015","2015",43.8,,
"SVN","Slovenia","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2017","2017",50,,
"SVN","Slovenia","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2019","2019",25,,
"SVN","Slovenia","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2021","2021",18.75,,
"OAVG","OECD - Average","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2007","2007",18.22,,
"OAVG","OECD - Average","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2008","2008",18.12,,
"OAVG","OECD - Average","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2009","2009",18.76,,
"OAVG","OECD - Average","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2010","2010",19.02,,
"OAVG","OECD - Average","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2011","2011",18.85,,
"OAVG","OECD - Average","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2012","2012",18.7,,
"OAVG","OECD - Average","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2013","2013",18.67,,
"OAVG","OECD - Average","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2014","2014",18.48,,
"OAVG","OECD - Average","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2015","2015",18.35,,
"OAVG","OECD - Average","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2016","2016",18.13,,
"OAVG","OECD - Average","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2017","2017",17.93,,
"OAVG","OECD - Average","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2018","2018",17.88,,
"OAVG","OECD - Average","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2019","2019",17.91,,
"OAVG","OECD - Average","EMPW_PARL","Gender equality in parliament, percentage of women","2012","2012",25.99,,
"OAVG","OECD - Average","EMPW_PARL","Gender equality in parliament, percentage of women","2015","2015",27.92,,
"OAVG","OECD - Average","EMPW_PARL","Gender equality in parliament, percentage of women","2017","2017",28.34,,
"OAVG","OECD - Average","EMPW_PARL","Gender equality in parliament, percentage of women","2019","2019",29.79,,
"OAVG","OECD - Average","EMPW_PARL","Gender equality in parliament, percentage of women","2021","2021",31.65,,
"OAVG","OECD - Average","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2012","2012",25.02,,
"OAVG","OECD - Average","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2015","2015",28.95,,
"OAVG","OECD - Average","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2017","2017",27.97,,
"OAVG","OECD - Average","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2019","2019",31.81,,
"OAVG","OECD - Average","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2021","2021",33.98,,
"AUS","Australia","EMPWPS","Gender equality in public sector employment, percentage of women","2019","2019",62.13,,
"AUS","Australia","EMPLWTOT","Gender equality in total employment, percentage of women","2019","2019",46.72,,
"AUS","Australia","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2015","2015",26.42,,
"AUS","Australia","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2020","2020",23.65,,
"AUS","Australia","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2015","2015",17.03,,
"AUS","Australia","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2020","2020",19.46,,
"AUS","Australia","EMPW_SM","Share of women by occupational groups in the central government, senior management","2015","2015",36.58,,
"AUS","Australia","EMPW_SM","Share of women by occupational groups in the central government, senior management","2020","2020",47.03,,
"AUS","Australia","EMPW_MM","Share of women by occupational groups in the central government, middle management","2020","2020",51.78,,
"AUS","Australia","EMPW_OTH","Share of women by occupational groups in the central government, other positions","2020","2020",62.9,,
"AUS","Australia","Y_PARL","Share of members of parliament aged 40 and under","2020","2020",13.91,,
"AUS","Australia","Y_VAPOP","Young people as a share of the voting-age population","2020","2020",38.31,,
"AUS","Australia","AGE_CM","Average age of cabinet members","2018","2018",48.87,,
"AUT","Austria","EMPW_PJ","Gender equality in professional judges, percentage of women","2016","2016",49,,
"AUT","Austria","EMPW_PJ","Gender equality in professional judges, percentage of women","2018","2018",51,,
"AUT","Austria","EMPW_CFI","Gender equality in in courts of first instance, percentage of women","2018","2018",53,,
"AUT","Austria","EMPW_AC","Gender equality in appeal courts, percentage of women","2018","2018",46,,
"AUT","Austria","EMPW_SC","Gender equality in supreme courts, percentage of women","2018","2018",32,,
"AUT","Austria","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2015","2015",14.66,,
"AUT","Austria","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2020","2020",15.86,,
"AUT","Austria","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2015","2015",26.12,,
"AUT","Austria","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2020","2020",35.15,,
"AUT","Austria","EMPW_SM","Share of women by occupational groups in the central government, senior management","2015","2015",28.79,,
"AUT","Austria","EMPW_SM","Share of women by occupational groups in the central government, senior management","2020","2020",30.43,,
"AUT","Austria","EMPW_OTH","Share of women by occupational groups in the central government, other positions","2020","2020",53.08,,
"AUT","Austria","Y_PARL","Share of members of parliament aged 40 and under","2020","2020",27.87,,
"AUT","Austria","Y_VAPOP","Young people as a share of the voting-age population","2020","2020",32.79,,
"AUT","Austria","AGE_CM","Average age of cabinet members","2018","2018",47.93,,
"BEL","Belgium","DGEM_S1311","Central government employment as a percentage of general government employment","2019","2019",14.19,,
"BEL","Belgium","DGEM_SNG","Sub-central government employment as a percentage of general government employment","2019","2019",82.61,,
"BEL","Belgium","DGEM_S1314","Social security government employment as a percentage of general government employment","2019","2019",3.22,,
"BEL","Belgium","EMPWPS","Gender equality in public sector employment, percentage of women","2019","2019",57.23,,
"BEL","Belgium","EMPLWTOT","Gender equality in total employment, percentage of women","2019","2019",47.24,,
"BEL","Belgium","EMPW_PJ","Gender equality in professional judges, percentage of women","2016","2016",53,,
"BEL","Belgium","EMPW_PJ","Gender equality in professional judges, percentage of women","2018","2018",56,,
"BEL","Belgium","EMPW_CFI","Gender equality in in courts of first instance, percentage of women","2018","2018",58,,
"BEL","Belgium","EMPW_AC","Gender equality in appeal courts, percentage of women","2018","2018",50,,
"BEL","Belgium","EMPW_SC","Gender equality in supreme courts, percentage of women","2018","2018",30,,
"BEL","Belgium","EM_S1311_RC","Average annual growth rate of general government staff employed at the central level, 2013-19","2019","2019",-0.35,,
"BEL","Belgium","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2015","2015",17.04,,
"BEL","Belgium","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2020","2020",17.95,,
"BEL","Belgium","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2015","2015",27.59,,
"BEL","Belgium","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2020","2020",28.81,,
"BEL","Belgium","EMPW_SM","Share of women by occupational groups in the central government, senior management","2015","2015",21.14,,
"BEL","Belgium","EMPW_SM","Share of women by occupational groups in the central government, senior management","2020","2020",21.05,,
"BEL","Belgium","EMPW_MM","Share of women by occupational groups in the central government, middle management","2020","2020",33.26,,
"BEL","Belgium","EMPW_OTH","Share of women by occupational groups in the central government, other positions","2020","2020",53.04,,
"BEL","Belgium","Y_PARL","Share of members of parliament aged 40 and under","2020","2020",28,,
"BEL","Belgium","Y_VAPOP","Young people as a share of the voting-age population","2020","2020",32.68,,
"BEL","Belgium","AGE_CM","Average age of cabinet members","2018","2018",53.79,,
"CAN","Canada","EMPWPS","Gender equality in public sector employment, percentage of women","2019","2019",63.29,,
"CAN","Canada","EMPLWTOT","Gender equality in total employment, percentage of women","2019","2019",47.6,,
"CAN","Canada","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2015","2015",20.61,,
"CAN","Canada","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2020","2020",24.97,,
"CAN","Canada","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2015","2015",19.65,,
"CAN","Canada","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2020","2020",19.89,,
"CAN","Canada","EMPW_SM","Share of women by occupational groups in the central government, senior management","2015","2015",40.38,,
"CAN","Canada","EMPW_SM","Share of women by occupational groups in the central government, senior management","2020","2020",44.57,,
"CAN","Canada","EMPW_MM","Share of women by occupational groups in the central government, middle management","2020","2020",50.73,,
"CAN","Canada","EMPW_OTH","Share of women by occupational groups in the central government, other positions","2020","2020",55.48,,
"CAN","Canada","Y_PARL","Share of members of parliament aged 40 and under","2020","2020",14.14,,
"CAN","Canada","Y_VAPOP","Young people as a share of the voting-age population","2020","2020",34.77,,
"CAN","Canada","AGE_CM","Average age of cabinet members","2018","2018",50.45,,
"CZE","Czech Republic","DGEM_S1311","Central government employment as a percentage of general government employment","2019","2019",44,,
"CZE","Czech Republic","DGEM_SNG","Sub-central government employment as a percentage of general government employment","2019","2019",55.31,,
"CZE","Czech Republic","DGEM_S1314","Social security government employment as a percentage of general government employment","2019","2019",0.68,,
"CZE","Czech Republic","EMPW_PJ","Gender equality in professional judges, percentage of women","2016","2016",61,,
"CZE","Czech Republic","EMPW_PJ","Gender equality in professional judges, percentage of women","2018","2018",61,,
"CZE","Czech Republic","EMPW_CFI","Gender equality in in courts of first instance, percentage of women","2018","2018",67,,
"CZE","Czech Republic","EMPW_AC","Gender equality in appeal courts, percentage of women","2018","2018",53,,
"CZE","Czech Republic","EMPW_SC","Gender equality in supreme courts, percentage of women","2018","2018",23,,
"CZE","Czech Republic","EM_S1311_RC","Average annual growth rate of general government staff employed at the central level, 2013-19","2019","2019",1.65,,
"CZE","Czech Republic","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2020","2020",15.88,,
"CZE","Czech Republic","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2020","2020",26.8,,
"CZE","Czech Republic","EMPW_SM","Share of women by occupational groups in the central government, senior management","2020","2020",33.22,,
"CZE","Czech Republic","EMPW_MM","Share of women by occupational groups in the central government, middle management","2020","2020",60.84,,
"CZE","Czech Republic","EMPW_OTH","Share of women by occupational groups in the central government, other positions","2020","2020",78.69,,
"CZE","Czech Republic","Y_PARL","Share of members of parliament aged 40 and under","2020","2020",17,,
"CZE","Czech Republic","Y_VAPOP","Young people as a share of the voting-age population","2020","2020",31.97,,
"CZE","Czech Republic","AGE_CM","Average age of cabinet members","2018","2018",50.47,,
"DNK","Denmark","DGEM_S1311","Central government employment as a percentage of general government employment","2019","2019",23.68,,
"DNK","Denmark","DGEM_SNG","Sub-central government employment as a percentage of general government employment","2019","2019",76.03,,
"DNK","Denmark","DGEM_S1314","Social security government employment as a percentage of general government employment","2019","2019",0.28,,
"DNK","Denmark","EMPWPS","Gender equality in public sector employment, percentage of women","2019","2019",69.6,,
